#{"t_start": 1764259889.1480849, "env_id": "PandaReach-v3"}
r,l,t
-50.0,50,0.734599
-50.0,50,0.853698
-50.0,50,0.969326
-3.0,4,0.978158
-50.0,50,1.091621
-50.0,50,1.212033
-50.0,50,1.327754
-50.0,50,1.446746
-50.0,50,1.561248
-50.0,50,1.675494
-50.0,50,1.794109
-50.0,50,1.908556
-50.0,50,2.02405
-50.0,50,2.13895
-50.0,50,2.260135
-50.0,50,2.379135
-50.0,50,2.4928
-50.0,50,2.60558
-8.0,9,2.62595
-50.0,50,2.744936
-20.0,21,2.790982
-50.0,50,2.907635
-50.0,50,3.024001
-42.0,43,3.126634
-50.0,50,3.246027
-50.0,50,3.358564
-42.0,43,3.458427
-50.0,50,3.576729
-9.0,10,3.601068
-50.0,50,3.715149
-50.0,50,3.828533
-50.0,50,3.94629
-3.0,4,3.954762
-50.0,50,4.067973
-50.0,50,4.188833
-17.0,18,4.230053
-50.0,50,4.339606
-50.0,50,4.450168
-50.0,50,4.571208
-6.0,7,4.58693
-50.0,50,4.705696
0.0,1,4.708358
-50.0,50,4.829181
-50.0,50,4.93943
-50.0,50,5.05755
-50.0,50,5.170269
-50.0,50,5.287813
-50.0,50,6.289831
-50.0,50,6.405739
-50.0,50,6.522795
-50.0,50,6.634386
-50.0,50,6.747748
-50.0,50,6.869155
-50.0,50,6.983377
-50.0,50,7.100267
-50.0,50,7.211731
-50.0,50,7.329888
-14.0,15,7.362537
-50.0,50,7.478387
-50.0,50,7.596106
-50.0,50,7.731718
-50.0,50,7.86137
-50.0,50,7.985745
-50.0,50,8.110494
-50.0,50,8.226597
-50.0,50,8.345778
-50.0,50,8.459196
-50.0,50,8.573332
-50.0,50,8.688884
-50.0,50,8.804006
-50.0,50,8.921586
-50.0,50,9.038522
-50.0,50,9.149897
-50.0,50,9.265061
-50.0,50,9.388282
-50.0,50,9.503168
-50.0,50,9.615251
-50.0,50,9.732728
-50.0,50,9.847022
-50.0,50,9.963978
-50.0,50,10.074878
-18.0,19,10.117145
-50.0,50,10.23153
-50.0,50,10.349776
-50.0,50,10.464094
-50.0,50,10.571948
-50.0,50,10.686114
-50.0,50,10.80173
-8.0,9,10.82193
-50.0,50,10.931691
-50.0,50,11.901091
-50.0,50,12.015695
-50.0,50,12.135282
-50.0,50,12.257785
-1.0,2,12.26287
-50.0,50,12.379283
-50.0,50,12.497229
-50.0,50,12.616505
-50.0,50,12.73615
-50.0,50,12.850247
-42.0,43,12.950238
-50.0,50,13.067593
-50.0,50,13.180906
-12.0,13,13.21309
-50.0,50,13.326163
-50.0,50,13.441847
-50.0,50,13.559517
-50.0,50,13.675037
-50.0,50,13.790767
-50.0,50,13.911666
-8.0,9,13.930876
-2.0,3,13.936805
-50.0,50,14.397281
-50.0,50,14.51432
-50.0,50,14.628352
-50.0,50,14.739136
-50.0,50,14.850555
-50.0,50,14.96904
-50.0,50,15.079058
-50.0,50,15.189417
-50.0,50,15.300661
-50.0,50,15.42474
-50.0,50,15.540879
-50.0,50,15.654563
-50.0,50,15.768419
-50.0,50,15.884501
-50.0,50,16.00296
-2.0,3,16.009628
-50.0,50,16.125806
-36.0,37,16.210495
-50.0,50,16.325638
-30.0,31,16.398149
-50.0,50,16.510986
-2.0,3,16.517536
0.0,1,16.519969
-50.0,50,16.631468
-50.0,50,16.749803
-50.0,50,16.861258
-50.0,50,17.839462
-50.0,50,17.962617
-50.0,50,18.075021
-50.0,50,18.184006
-50.0,50,18.296569
-50.0,50,18.414823
-50.0,50,18.532219
-50.0,50,18.65246
-50.0,50,18.7637
-50.0,50,18.87621
-50.0,50,18.995913
-50.0,50,19.116495
-50.0,50,19.223847
-50.0,50,19.337195
0.0,1,19.339474
-50.0,50,19.453402
-50.0,50,19.563106
-50.0,50,19.675092
-50.0,50,19.788319
-50.0,50,19.902573
-50.0,50,20.021753
-50.0,50,20.136804
-50.0,50,20.249889
-50.0,50,20.36347
-50.0,50,20.477329
-50.0,50,20.593359
-50.0,50,20.707109
-50.0,50,20.825253
-50.0,50,20.941228
-50.0,50,21.058011
-50.0,50,21.178096
-50.0,50,21.29249
-50.0,50,21.409312
-50.0,50,21.529035
-50.0,50,21.640824
-6.0,7,21.657817
-19.0,20,21.70408
-50.0,50,21.835063
-50.0,50,21.94883
-3.0,4,21.959613
-50.0,50,22.073825
-50.0,50,22.188079
-50.0,50,22.296402
-50.0,50,22.412003
-50.0,50,22.523325
-3.0,4,22.531992
0.0,1,22.534733
-50.0,50,23.522152
-50.0,50,23.635311
-50.0,50,23.757896
-50.0,50,23.87029
-50.0,50,23.991079
-50.0,50,24.105715
-50.0,50,24.214836
-50.0,50,24.324188
-50.0,50,24.439857
-50.0,50,24.551406
-21.0,22,24.599583
-50.0,50,24.71672
-50.0,50,24.829178
-50.0,50,24.944827
-50.0,50,25.055856
-50.0,50,25.169709
-16.0,17,25.210801
-50.0,50,25.325757
-50.0,50,25.442634
-50.0,50,25.560117
-50.0,50,25.671758
-13.0,14,25.702366
-3.0,4,25.711548
-50.0,50,25.82667
-50.0,50,25.933626
-11.0,12,25.958729
-50.0,50,26.06782
-50.0,50,26.182081
-50.0,50,26.295995
-50.0,50,26.406866
-50.0,50,26.520852
-50.0,50,26.636008
-50.0,50,26.752057
-2.0,3,26.760419
-50.0,50,26.879163
-50.0,50,27.000057
-50.0,50,27.111364
-50.0,50,27.233212
-50.0,50,27.344872
-6.0,7,27.359626
-50.0,50,27.468307
-50.0,50,27.829849
-50.0,50,27.940846
-50.0,50,28.052618
-11.0,12,28.081285
-50.0,50,28.189381
-50.0,50,28.301179
-50.0,50,29.276927
-50.0,50,29.388577
-11.0,12,29.414927
-50.0,50,29.525702
-50.0,50,29.639033
-50.0,50,29.750123
-50.0,50,29.8633
-50.0,50,29.977743
-50.0,50,30.090441
-50.0,50,30.203033
-4.0,5,30.213938
-50.0,50,30.33376
-50.0,50,30.447022
-50.0,50,30.560238
-50.0,50,30.673095
-16.0,17,30.711486
-50.0,50,30.819831
-6.0,7,30.835578
-8.0,9,30.854841
-1.0,2,30.859103
-13.0,14,30.890805
-50.0,50,31.003822
-50.0,50,31.118105
-5.0,6,31.132485
-9.0,10,31.154564
-50.0,50,31.262705
-50.0,50,31.372575
-15.0,16,31.409574
-50.0,50,31.521387
-5.0,6,31.534115
-13.0,14,31.565622
-7.0,8,31.582934
-50.0,50,31.692684
-50.0,50,31.807876
-50.0,50,31.927716
-50.0,50,32.041155
-10.0,11,32.066833
-50.0,50,32.178471
-50.0,50,32.294931
-50.0,50,32.409765
-50.0,50,32.526586
-50.0,50,32.6331
-5.0,6,32.645819
-50.0,50,32.761822
-50.0,50,32.875824
-50.0,50,32.993449
-50.0,50,33.102823
-50.0,50,33.216256
-50.0,50,33.335199
-50.0,50,33.451788
-50.0,50,33.567798
-10.0,11,33.591681
-50.0,50,33.703528
-50.0,50,33.816816
-50.0,50,34.810454
-50.0,50,34.919986
-50.0,50,35.031417
-4.0,5,35.041799
-50.0,50,35.149669
-50.0,50,35.259241
-50.0,50,35.379732
-50.0,50,35.499378
-50.0,50,35.615945
-50.0,50,35.732636
-50.0,50,35.847275
-50.0,50,35.961326
-50.0,50,36.075644
-50.0,50,36.191855
-13.0,14,36.222256
-40.0,41,36.312079
-7.0,8,36.331131
-4.0,5,36.341562
-1.0,2,36.345726
-2.0,3,36.351939
-50.0,50,36.462881
-50.0,50,36.575217
-6.0,7,36.590834
-4.0,5,36.600791
-3.0,4,36.609229
-50.0,50,36.718267
-50.0,50,36.831208
-50.0,50,36.942418
-50.0,50,37.054416
-11.0,12,37.080541
-50.0,50,37.192331
-50.0,50,37.301164
-50.0,50,37.415921
-50.0,50,37.528749
-50.0,50,37.641148
-3.0,4,37.649949
-11.0,12,37.676609
-2.0,3,37.682772
-2.0,3,37.689097
-5.0,6,37.702213
-2.0,3,37.709159
-50.0,50,37.820401
-50.0,50,37.929725
-50.0,50,38.042242
-7.0,8,38.060267
-13.0,14,38.092019
-50.0,50,38.202498
-50.0,50,38.308927
-50.0,50,38.425718
-50.0,50,38.537964
-50.0,50,38.648809
-50.0,50,38.756245
-5.0,6,38.76842
-50.0,50,38.881054
-50.0,50,38.99172
-50.0,50,39.10459
-6.0,7,39.121312
-3.0,4,39.130049
-50.0,50,39.238794
-50.0,50,40.207108
-50.0,50,40.320449
-2.0,3,40.328677
-2.0,3,40.33494
-5.0,6,40.348092
-50.0,50,40.459573
-50.0,50,40.566867
-50.0,50,40.680261
-50.0,50,40.797337
-50.0,50,40.911257
-5.0,6,40.925844
-50.0,50,41.039288
-50.0,50,41.148118
-20.0,21,41.198235
-50.0,50,41.30467
-50.0,50,41.412093
-50.0,50,41.522635
-7.0,8,41.539909
-50.0,50,41.980894
-50.0,50,42.089642
-13.0,14,42.120917
-7.0,8,42.137849
-50.0,50,42.253903
-10.0,11,42.277498
-50.0,50,42.386571
-2.0,3,42.393479
-50.0,50,42.503788
-50.0,50,42.614415
-13.0,14,42.644333
-2.0,3,42.650946
-50.0,50,42.762018
-50.0,50,42.866816
-50.0,50,42.972771
-5.0,6,42.986035
-15.0,16,43.019707
-50.0,50,43.129162
-50.0,50,43.241952
-14.0,15,43.27502
-19.0,20,43.317107
-1.0,2,43.32146
-11.0,12,43.346786
-50.0,50,43.467966
-50.0,50,43.572548
-7.0,8,43.589471
-50.0,50,43.698114
-3.0,4,43.706591
-50.0,50,43.814478
-13.0,14,43.846731
-50.0,50,43.953405
-50.0,50,44.061692
-3.0,4,44.070548
-50.0,50,44.176216
-50.0,50,44.28363
-12.0,13,44.310603
-17.0,18,44.352972
-50.0,50,44.46443
-50.0,50,44.571057
-4.0,5,44.581964
-50.0,50,44.69311
-50.0,50,44.801828
-50.0,50,44.913859
-50.0,50,45.898469
-50.0,50,46.008003
-50.0,50,46.113651
-50.0,50,46.22181
-50.0,50,46.33506
-50.0,50,46.445623
-13.0,14,46.474145
-50.0,50,46.586064
-6.0,7,46.601653
-6.0,7,46.617389
-19.0,20,46.660909
-50.0,50,46.765215
-50.0,50,46.871197
-4.0,5,46.88265
0.0,1,46.884866
-50.0,50,46.990535
-3.0,4,46.999062
0.0,1,47.00115
-7.0,8,47.017901
-2.0,3,47.024123
-50.0,50,47.137862
-50.0,50,47.247183
-50.0,50,47.35517
-50.0,50,47.461743
-50.0,50,47.57123
-2.0,3,47.577843
-9.0,10,47.600774
-4.0,5,47.611514
-50.0,50,47.715185
-50.0,50,47.828785
-5.0,6,47.841309
-6.0,7,47.855574
-50.0,50,47.964981
-22.0,23,48.016493
-10.0,11,48.040595
-50.0,50,48.149825
-50.0,50,48.257388
-11.0,12,48.282974
-50.0,50,48.397664
-50.0,50,48.516198
-6.0,7,48.531237
-3.0,4,48.540783
-3.0,4,48.549547
-3.0,4,48.558601
-50.0,50,48.667459
-4.0,5,48.67921
-5.0,6,48.691611
0.0,1,48.693807
-22.0,23,48.742886
0.0,1,48.745093
-27.0,28,48.803157
-11.0,12,48.829335
-6.0,7,48.844889
-2.0,3,48.850846
-50.0,50,48.961818
-50.0,50,49.068407
-5.0,6,49.081248
-14.0,15,49.11477
-8.0,9,49.135115
-50.0,50,49.239731
-3.0,4,49.248008
-50.0,50,49.357608
-31.0,32,49.425965
-50.0,50,49.531802
-13.0,14,49.562625
-3.0,4,49.571242
-50.0,50,49.682168
-50.0,50,49.789984
0.0,1,49.792192
-50.0,50,49.899791
-50.0,50,50.012652
-50.0,50,50.125212
-4.0,5,50.136099
-14.0,15,50.168669
-50.0,50,50.280988
-50.0,50,51.261249
-7.0,8,51.279095
-6.0,7,51.293269
-7.0,8,51.311964
0.0,1,51.314042
-39.0,40,51.405834
-50.0,50,51.510562
-4.0,5,51.521982
-1.0,2,51.526312
-3.0,4,51.535606
-50.0,50,51.641835
-13.0,14,51.670035
-7.0,8,51.685944
-4.0,5,51.696391
-6.0,7,51.711898
-6.0,7,51.727107
-50.0,50,51.835653
-50.0,50,51.938173
-3.0,4,51.946894
-10.0,11,51.969988
-3.0,4,51.97829
-50.0,50,52.086485
-3.0,4,52.095019
-50.0,50,52.203435
-50.0,50,52.31306
-9.0,10,52.336018
-9.0,10,52.356585
-50.0,50,52.461726
-2.0,3,52.468475
-50.0,50,52.574025
-50.0,50,52.679574
-50.0,50,52.787032
-5.0,6,52.800007
-50.0,50,52.906683
-50.0,50,53.020524
-50.0,50,53.12781
-14.0,15,53.159059
-3.0,4,53.167365
-2.0,3,53.174081
-50.0,50,53.278919
-5.0,6,53.290962
-50.0,50,53.395616
-9.0,10,53.417426
-50.0,50,53.525248
-50.0,50,53.631086
-50.0,50,53.738428
-50.0,50,53.843116
-3.0,4,53.852329
-5.0,6,53.865953
-7.0,8,53.882934
-2.0,3,53.890037
-50.0,50,53.993831
-3.0,4,54.002446
-50.0,50,54.111534
-29.0,30,54.174805
-50.0,50,54.281528
-2.0,3,54.288575
-14.0,15,54.323381
-1.0,2,54.327844
-3.0,4,54.336142
-6.0,7,54.352232
-10.0,11,54.37595
-4.0,5,54.38688
-3.0,4,54.396089
-2.0,3,54.402634
0.0,1,54.404627
-50.0,50,54.512294
-50.0,50,54.870475
-5.0,6,54.883667
-9.0,10,54.904632
-2.0,3,54.911155
-50.0,50,55.015865
-8.0,9,55.035233
-50.0,50,55.140759
-50.0,50,55.247306
-50.0,50,55.357287
-7.0,8,55.373745
-12.0,13,55.402489
-50.0,50,55.510159
-6.0,7,55.525294
-3.0,4,55.534148
-8.0,9,55.554217
-9.0,10,55.574942
-16.0,17,55.611989
-50.0,50,55.720668
-50.0,50,55.82367
-4.0,5,55.834109
0.0,1,55.836379
-50.0,50,56.828607
-6.0,7,56.843849
-11.0,12,56.86923
-8.0,9,56.889583
-1.0,2,56.894002
-10.0,11,56.918056
-5.0,6,56.930847
-3.0,4,56.940367
-12.0,13,56.968903
-16.0,17,57.00447
-7.0,8,57.022347
-4.0,5,57.03277
-2.0,3,57.038964
-6.0,7,57.054522
-6.0,7,57.070265
-50.0,50,57.17589
-29.0,30,57.240494
-2.0,3,57.247095
-5.0,6,57.260643
-6.0,7,57.275628
-9.0,10,57.2969
-7.0,8,57.31375
-11.0,12,57.339785
-7.0,8,57.357221
-14.0,15,57.389755
0.0,1,57.391857
-5.0,6,57.403669
-4.0,5,57.413704
-10.0,11,57.437892
-5.0,6,57.452864
-4.0,5,57.463282
-8.0,9,57.482961
-5.0,6,57.494937
-6.0,7,57.509344
-50.0,50,57.613763
-5.0,6,57.627471
-13.0,14,57.657097
-50.0,50,57.765005
-50.0,50,57.873149
-22.0,23,57.922431
-2.0,3,57.928691
-23.0,24,57.980467
-50.0,50,58.083839
-25.0,26,58.139049
-3.0,4,58.146991
-5.0,6,58.159707
-13.0,14,58.194136
-9.0,10,58.216037
-3.0,4,58.224614
-50.0,50,58.331885
-1.0,2,58.336605
-3.0,4,58.344751
-5.0,6,58.357092
-3.0,4,58.365594
-12.0,13,58.394764
-12.0,13,58.424026
-8.0,9,58.444937
-5.0,6,58.457984
-8.0,9,58.476982
-7.0,8,58.49379
-5.0,6,58.506173
-50.0,50,58.608553
-17.0,18,58.649395
-50.0,50,58.754492
-2.0,3,58.760796
-13.0,14,58.790213
-6.0,7,58.805162
-50.0,50,58.909602
-2.0,3,58.916036
0.0,1,58.918186
-1.0,2,58.922313
-3.0,4,58.93047
-6.0,7,58.945115
-23.0,24,58.996267
-1.0,2,59.00066
-5.0,6,59.013887
-4.0,5,59.024471
-50.0,50,59.130684
-10.0,11,59.152738
-50.0,50,59.257302
0.0,1,59.259606
-50.0,50,59.362667
-48.0,49,59.472317
-11.0,12,59.49776
-5.0,6,59.510181
-9.0,10,59.532413
-12.0,13,59.559548
-4.0,5,59.570214
-7.0,8,59.586661
-50.0,50,59.689489
-9.0,10,59.710116
-5.0,6,59.724575
-6.0,7,59.739393
-50.0,50,59.847137
-50.0,50,59.951866
0.0,1,59.954103
-3.0,4,59.962835
-17.0,18,60.002954
-4.0,5,60.013743
-1.0,2,60.017898
-22.0,23,60.067608
-5.0,6,60.080517
-3.0,4,60.089447
-3.0,4,60.098098
-3.0,4,60.106779
-6.0,7,60.121826
-21.0,22,60.166982
-10.0,11,60.18905
-10.0,11,60.213235
-50.0,50,60.319282
-5.0,6,60.331865
0.0,1,60.334384
-24.0,25,60.389566
0.0,1,60.391816
-50.0,50,60.499712
-50.0,50,60.60699
-1.0,2,60.611697
-9.0,10,60.634272
-6.0,7,60.650349
-16.0,17,60.686522
-11.0,12,60.712714
-7.0,8,60.730094
-16.0,17,60.765699
-11.0,12,60.790805
-5.0,6,60.804749
-5.0,6,60.817639
-22.0,23,60.866761
-4.0,5,60.877862
-50.0,50,60.986838
-11.0,12,61.01263
-6.0,7,61.027269
-3.0,4,61.03559
-3.0,4,61.044144
-6.0,7,61.059109
-3.0,4,61.067336
-3.0,4,61.075653
-8.0,9,61.093935
-33.0,34,62.037238
-3.0,4,62.045896
-5.0,6,62.058466
-50.0,50,62.167202
-4.0,5,62.177329
-2.0,3,62.183552
-14.0,15,62.215092
0.0,1,62.217142
-2.0,3,62.223779
-5.0,6,62.237421
-13.0,14,62.266645
-7.0,8,62.284018
-2.0,3,62.291286
-19.0,20,62.333519
-10.0,11,62.355526
-8.0,9,62.374175
-5.0,6,62.386632
-14.0,15,62.418859
-8.0,9,62.437937
-17.0,18,62.476182
-30.0,31,62.542826
-50.0,50,62.650963
-50.0,50,62.756887
-26.0,27,62.814549
-3.0,4,62.823359
-50.0,50,62.930471
-4.0,5,62.941008
-3.0,4,62.949628
-50.0,50,63.056226
-50.0,50,63.162948
-50.0,50,63.268241
-3.0,4,63.277136
-6.0,7,63.291825
-34.0,35,63.368066
-3.0,4,63.376141
-25.0,26,63.434974
-4.0,5,63.445777
-7.0,8,63.463354
-3.0,4,63.471965
-50.0,50,63.577488
-14.0,15,63.608957
-8.0,9,63.62769
-2.0,3,63.634651
-15.0,16,63.668827
-12.0,13,63.698228
-11.0,12,63.723856
0.0,1,63.726007
-12.0,13,63.753821
0.0,1,63.755825
-3.0,4,63.764392
-16.0,17,63.801087
-4.0,5,63.811485
-2.0,3,63.817878
-7.0,8,63.835371
-27.0,28,63.894575
-50.0,50,64.001698
-5.0,6,64.014152
0.0,1,64.016549
0.0,1,64.018824
-3.0,4,64.026944
-5.0,6,64.040009
-5.0,6,64.054347
-50.0,50,64.159099
-1.0,2,64.164014
-3.0,4,64.172222
0.0,1,64.174949
-14.0,15,64.207893
-2.0,3,64.214212
-2.0,3,64.220695
-17.0,18,64.258911
-50.0,50,64.366352
0.0,1,64.368575
-8.0,9,64.388964
-5.0,6,64.401775
-2.0,3,64.408207
-7.0,8,64.424762
-50.0,50,64.531992
-6.0,7,64.546729
-7.0,8,64.563167
-15.0,16,64.597285
-20.0,21,64.641226
-43.0,44,64.73211
-13.0,14,64.761904
-8.0,9,64.781529
-5.0,6,64.794359
-4.0,5,64.805066
-4.0,5,64.815736
-50.0,50,64.9237
-8.0,9,64.9429
-5.0,6,64.955527
-11.0,12,64.980044
-3.0,4,64.98866
-3.0,4,64.996712
-16.0,17,65.033335
-50.0,50,65.142534
-1.0,2,65.146814
-3.0,4,65.154843
-11.0,12,65.180636
-6.0,7,65.195877
-5.0,6,65.20789
-5.0,6,65.220241
-4.0,5,65.230397
-50.0,50,65.335034
-8.0,9,65.353995
-5.0,6,65.366562
-4.0,5,65.377692
-4.0,5,65.389001
-23.0,24,65.440013
-10.0,11,65.463306
-12.0,13,65.491228
-2.0,3,65.498041
-10.0,11,65.521355
-6.0,7,65.536746
-5.0,6,65.549016
-7.0,8,65.565723
-2.0,3,65.572326
-4.0,5,65.583126
-10.0,11,65.606048
-7.0,8,65.622235
-50.0,50,65.728087
-50.0,50,65.835672
0.0,1,65.838198
-50.0,50,65.943321
